PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Williams, Rachel L.; Stafford, Richard; Goodenough, Anne E.								Biodiversity in urban gardens: Assessing the accuracy of citizen science data on garden hedgehogs								URBAN ECOSYSTEMS				18	3			819	833		10.1007/s11252-014-0431-7			SEP 2015	2015										1							WOS:000360017700010		
J	Pallares, Vicente; Moya, Javier; Samper-Belda, Francisco J.; Canals, Santiago; Moratal, David								Neurosurgery planning in rodents using a magnetic resonance imaging assisted framework to target experimentally defined networks								COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE				121	2			66	76		10.1016/j.cmpb.7015.05.011			SEP 2015	2015										3							WOS:000357047900002		
J	Viggiano, Adela; Cacciola, Giovanna; Widmer, David A. J.; Viggiano, Davide								Anxiety as a neurodevelopmental disorder in a neuronal subpopulation: Evidence from gene expression data								PSYCHIATRY RESEARCH				228	3			729	740		10.1016/j.psychres.2015.05.032			AUG 30 2015	2015										5							WOS:000360251400073		
J	Ide, Satoru; Kakeda, Shingo; Watanabe, Keita; Yoshimura, Reiji; Abe, Osamu; Hayashi, Kenji; Ueda, Issei; Kishi, Taro; Katsuki, Asuka; Umene-Nakano, Wakako; Iwata, Nakao; Nakamura, Jun; Korogi, Yukunori								Relationship between a BDNF gene polymorphism and the brain volume in treatment-naive patients with major depressive disorder: A VBM analysis of brain MRI								PSYCHIATRY RESEARCH-NEUROIMAGING				233	2			120	124		10.1016/j.pscychresns.2015.05.016			AUG 30 2015	2015										7							WOS:000359313300007		
J	Boon, Paul I.; Allen, Tim; Carr, Geoff; Frood, Doug; Harty, Chris; Mcmahon, Andrew; Mathews, Steve; Rosengren, Neville; Sinclair, Steve; White, Matt; Yugovic, Jeff								Coastal wetlands of Victoria, south-eastern Australia: providing the inventory and condition information needed for their effective management and conservation								AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS				25	4			454	479		10.1002/aqc.2442			AUG 2015	2015										9							WOS:000360445100002		
J	Roy, Helen E.; Brown, Peter M. J.								Ten years of invasion: Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae) in Britain								ECOLOGICAL ENTOMOLOGY				40	4			336	348		10.1111/een.12203			AUG 2015	2015										17							WOS:000357479700002		
J	Brewin, Robert J. W.; de Mora, Lee; Jackson, Thomas; Brewin, Thomas G.; Shutler, Jamie								On the Potential of Surfers to Monitor Environmental Indicators in the Coastal Zone								PLOS ONE				10	7					e0127706	10.1371/journal.pone.0127706			JUL 8 2015	2015										7							WOS:000358159700006		
J	Beaumont, Julia; Montgomery, Janet								Oral histories: a simple method of assigning chronological age to isotopic values from human dentine collagen								ANNALS OF HUMAN BIOLOGY				42	4			407	414		10.3109/03014460.2015.1045027			JUL 4 2015	2015										3							WOS:000364410000013		
J	Pocock, Michael J. O.; Roy, Helen E.; Preston, Chris D.; Roy, David B.								The Biological Records Centre: a pioneer of citizen science								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			475	493		10.1111/bij.12548			JUL 2015	2015										37							WOS:000356368400002		
J	Foster, Garth N.								Taking the oldest insect recording scheme into the 21st Century								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			494	504		10.1111/bij.12531			JUL 2015	2015										5							WOS:000356368400003		
J	Pescott, Oliver L.; Walker, Kevin J.; Pocock, Michael J. O.; Jitlal, Mark; Outhwaite, Charlotte L.; Cheffings, Christine M.; Harris, Felicity; Roy, David B.								Ecological monitoring with citizen science: the design and implementation of schemes for recording plants in Britain and Ireland								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			505	521		10.1111/bij.12581			JUL 2015	2015										12							WOS:000356368400004		
J	Isaac, Nick J. B.; Pocock, Michael J. O.								Bias and information in biological records								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			522	531		10.1111/bij.12532			JUL 2015	2015										44							WOS:000356368400005		
J	Chapman, Daniel S.; Bell, Sandra; Helfer, Stephan; Roy, David B.								Unbiased inference of plant flowering phenology from biological recording data								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			543	554		10.1111/bij.12515			JUL 2015	2015										3							WOS:000356368400007		
J	Preston, Christopher D.; Pearman, David A.								Plant hybrids in the wild: evidence from biological recording								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			555	572		10.1111/bij.12577			JUL 2015	2015										6							WOS:000356368400008		
J	Pescott, Oliver L.; Simkin, Janet M.; August, Tom A.; Randle, Zoe; Dore, Anthony J.; Botham, Marc S.								Air pollution and its effects on lichens, bryophytes, and lichen-feeding Lepidoptera: review and evidence from biological records								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			611	635		10.1111/bij.12541			JUL 2015	2015										12							WOS:000356368400012		
J	Roy, Helen E.; Rorke, Steph L.; Beckmann, Bjoern; Booy, Olaf; Botham, Marc S.; Brown, Peter M. J.; Harrower, Colin; Noble, David; Sewell, Jack; Walker, Kevin								The contribution of volunteer recorders to our understanding of biological invasions								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			678	689		10.1111/bij.12518			JUL 2015	2015										24							WOS:000356368400016		
J	Maes, Dirk; Isaac, Nick J. B.; Harrower, Colin A.; Collen, Ben; Van Strien, Arco J.; Roy, David B.								The use of opportunistic data for IUCN Red List assessments								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			690	706		10.1111/bij.12530			JUL 2015	2015										24							WOS:000356368400017		
J	Oliver, Tom H.; Roy, David B.								The pitfalls of ecological forecasting								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			767	778		10.1111/bij.12579			JUL 2015	2015										11							WOS:000356368400022		
J	Sutherland, William J.; Roy, David B.; Amano, Tatsuya								An agenda for the future of biological recording for ecological monitoring and citizen science								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				115	3			779	784		10.1111/bij.12576			JUL 2015	2015										10							WOS:000356368400023		
J	Bennion, Helen; Davidson, Thomas A.; Sayer, Carl D.; Simpson, Gavin L.; Rose, Neil L.; Sadler, Jonathan P.								Harnessing the potential of the multi-indicator palaeoecological approach: an assessment of the nature and causes of ecological change in a eutrophic shallow lake								FRESHWATER BIOLOGY				60	7			1423	1442		10.1111/fwb.12579			JUL 2015	2015										6							WOS:000356370800015		
J	Laanisto, Lauri; Sammul, Marek; Kull, Tiiu; Macek, Petr; Hutchings, Michael J.								Trait-based analysis of decline in plant species ranges during the 20th century: a regional comparison between the UK and Estonia								GLOBAL CHANGE BIOLOGY				21	7			2726	2738		10.1111/gcb.12887			JUL 2015	2015										2							WOS:000356422500023		
J	Kosanic, A.; Anderson, K.; Frere, C. H.; Harrison, S.								Regional vegetation change and implications for local conservation: An example from West Cornwall (United Kingdom)								GLOBAL ECOLOGY AND CONSERVATION				4				405	413		10.1016/j.gecco.2015.08.006			JUL 2015	2015										2							WOS:000416220800038		
J	Wojczewski, Silvia; Pentz, Stephen; Blacklock, Claire; Hoffmann, Kathryn; Peersman, Wim; Nkomazana, Oathokwa; Kutalek, Ruth								African Female Physicians and Nurses in the Global Care Chain: Qualitative Explorations from Five Destination Countries								PLOS ONE				10	6					e0129464	10.1371/journal.pone.0129464			JUN 12 2015	2015										6							WOS:000356327000078		
J	Orros, Melanie E.; Fellowes, Mark D. E.								Wild bird feeding in an urban area: intensity, economics and numbers of individuals supported								ACTA ORNITHOLOGICA				50	1			43	58		10.3161/00016454AO2015.50.1.006			JUN 2015	2015										8							WOS:000361047400005		
J	Tao, Chang-Juan; Yi, Jun-Lin; Chen, Nian-Yong; Ren, Wei; Cheng, Jason; Tung, Stewart; Kong, Lin; Lin, Shao-Jun; Pan, Jian-Ji; Zhang, Guang-Shun; Hu, Jiang; Qi, Zhen-Yu; Ma, Jun; Lu, Jia-De; Yan, Di; Sun, Ying								Multi-subject atlas-based auto-segmentation reduces interobserver variation and improves dosimetric parameter consistency for organs at risk in nasopharyngeal carcinoma: A multi-institution clinical study								RADIOTHERAPY AND ONCOLOGY				115	3			407	411		10.1016/j.radonc.2015.05.012			JUN 2015	2015										9							WOS:000358804600019		
J	Ledoux, Sebastien; Chotard, David; Mazeiraud, Vincent; Garcia, Nicolas; Saillard, Thibault; Mensencal, Yvon; Mouslim, Hakim								Methods for calculations of potential and producible associated with marine energies: case studies in the Channel - Atlantic								HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU					3			18	25		10.1051/lhb/20150028			JUN 2015	2015										0							WOS:000358554200003		
J	Pocock, Michael J. O.; Newson, Stuart E.; Henderson, Ian G.; Peyton, Jodey; Sutherland, William J.; Noble, David G.; Ball, Stuart G.; Beckmann, Bjoern C.; Biggs, Jeremy; Brereton, Tom; Bullock, David J.; Buckland, Stephen T.; Edwards, Mike; Eaton, Mark A.; Harvey, Martin C.; Hill, Mark O.; Horlock, Martin; Hubble, David S.; Julian, Angela M.; Mackey, Edward C.; Mann, Darren J.; Marshall, Matthew J.; Medlock, Jolyon M.; O'Mahony, Elaine M.; Pacheco, Marina; Porter, Keith; Prentice, Steve; Procter, Deborah A.; Roy, Helen E.; Southway, Sue E.; Shortall, Chris R.; Stewart, Alan J. A.; Wembridge, David E.; Wright, Mark A.; Roy, David B.								Developing and enhancing biodiversity monitoring programmes: a collaborative assessment of priorities								JOURNAL OF APPLIED ECOLOGY				52	3			686	695		10.1111/1365-2664.12423			JUN 2015	2015										12							WOS:000354811700016		
J	Roybal, Donna J.; Barnea-Goraly, Naama; Kelley, Ryan; Bararpour, Layla; Howe, Meghan E.; Reiss, Allan L.; Chang, Kiki D.								Widespread white matter tract aberrations in youth with familial risk for bipolar disorder								PSYCHIATRY RESEARCH-NEUROIMAGING				232	2			184	192		10.1016/j.pscychresns.2015.02.007			MAY 30 2015	2015										16							WOS:000353625700007		
J	Burr, William								The 'Labors of Atlas, Sisyphus, or Hercules'? US Gas-Centrifuge Policy and Diplomacy, 1954-60								INTERNATIONAL HISTORY REVIEW				37	3			431	457		10.1080/07075332.2014.918557			MAY 27 2015	2015										1							WOS:000356943600001		
J	Cherrill, Andrew								Large-scale Spatial Patterns in Species Richness of Orthoptera in the Greater London Area, United Kingdom: Relationships with Land Cover								Landscape Research				40	4			476	485		10.1080/01426397.2014.902922			MAY 19 2015	2015										0							WOS:000353395600006		
J	Sabina, Magda; Guhl, Sven; Motakis, Efthymios; Artuc, Metin; Hazzan, Tarek; Worm, Margitta; Forrest, Alistair R. R.; Zuberbier, Torsten								Retinoic acid potentiates inflammatory cytokines in human mast cells: Identification of mast cells as prominent constituents of the skin retinoid network								MOLECULAR AND CELLULAR ENDOCRINOLOGY				406	C			49	59		10.1016/j.mce.2015.02.019			MAY 5 2015	2015										1							WOS:000353094800006		
J	Devine, Fiona; Snee, Helene								Doing the Great British Class Survey								SOCIOLOGICAL REVIEW				63	2			240	258		10.1111/1467-954X.12282			MAY 2015	2015										0							WOS:000356677300003		
J	Khodayari-Rostamabad, Ahmad; Graversen, Carina; Malver, Lasse P.; Kurita, Geana P.; Christrup, Lona L.; Sjogren, Per; Drewes, Asbjorn M.								A cortical source localization analysis of resting EEG data after remifentanil infusion								CLINICAL NEUROPHYSIOLOGY				126	5			898	905		10.1016/j.clinph.2014.08.006			MAY 2015	2015										5							WOS:000352233500009		
J	Roy, D. B.; Ploquin, E. F.; Randle, Z.; Risely, K.; Botham, M. S.; Middlebrook, I.; Noble, D.; Cruickshanks, K.; Freeman, S. N.; Brereton, T. M.								Comparison of trends in butterfly populations between monitoring schemes								JOURNAL OF INSECT CONSERVATION				19	2			313	324		10.1007/s10841-014-9739-0			APR 2015	2015										10							WOS:000353229100012		
J	Gobbe, Marine; Reinstein, Dan Z.; Archer, Timothy J.								LASIK-Induced Aberrations: Comparing Corneal and Whole-Eye Measurements								OPTOMETRY AND VISION SCIENCE				92	4			447	455		10.1097/OPX.0000000000000557			APR 2015	2015										1							WOS:000351885600008		
J	Venugopal, Vengatesan; Nemalidinne, Reddy								Wave resource assessment for Scottish waters using a large scale North Atlantic spectral wave model								RENEWABLE ENERGY				76				503	525		10.1016/j.renene.2014.11.056			APR 2015	2015										15							WOS:000348955400055		
J	Purse, Bethan V.; Comont, Richard; Butler, Adam; Brown, Peter M. J.; Kessel, Clare; Roy, Helen E.								Landscape and climate determine patterns of spread for all colour morphs of the alien ladybird Harmonia axyridis								JOURNAL OF BIOGEOGRAPHY				42	3			575	588		10.1111/jbi.12423			MAR 2015	2015										13							WOS:000350559900015		
J	Biggs, Jeremy; Ewald, Naomi; Valentini, Alice; Gaboriaud, Coline; Dejean, Tony; Griffiths, Richard A.; Foster, Jim; Wilkinson, John W.; Arnell, Andy; Brotherton, Peter; Williams, Penny; Dunn, Francesca								Using eDNA to develop a national citizen science-based monitoring programme for the great crested newt (Triturus cristatus)								BIOLOGICAL CONSERVATION				183				19	28		10.1016/j.biocon.2014.11.029			MAR 2015	2015										72							WOS:000349878700003		
J	Hollow, Bianca; Roetman, Philip E. J.; Walter, Michele; Daniels, Christopher B.								Citizen science for policy development: The case of koala management in South Australia								ENVIRONMENTAL SCIENCE & POLICY				47				126	136		10.1016/j.envsci.2014.10.007			MAR 2015	2015										6							WOS:000349581400012		
J	Stoddard, Joel; Hsu, Derek; Reynolds, Richard C.; Brotman, Melissa A.; Ernst, Monique; Pine, Daniel S.; Leibenluft, Ellen; Dickstein, Daniel P.								Aberrant amygdala intrinsic functional connectivity distinguishes youths with bipolar disorder from those with severe mood dysregulation								PSYCHIATRY RESEARCH-NEUROIMAGING				231	2			120	125		10.1016/j.pscychresns.2014.11.006			FEB 28 2015	2015										16							WOS:000348841200004		
J	Barlow, K. E.; Briggs, P. A.; Haysom, K. A.; Hutson, A. M.; Lechiara, N. L.; Racey, P. A.; Walsh, A. L.; Langton, S. D.								Citizen science reveals trends in bat populations: The National Bat Monitoring Programme in Great Britain								BIOLOGICAL CONSERVATION				182				14	26		10.1016/j.biocon.2014.11.022			FEB 2015	2015										29							WOS:000349501400004		
J	Hardcastle, S. A.; Dieppe, P.; Gregson, C. L.; Arden, N. K.; Spector, T. D.; Hart, D. J.; Edwards, M. H.; Dennison, E. M.; Cooper, C.; Sayers, A.; Williams, M.; Smith, G. Davey; Tobias, J. H.								Individuals with high bone mass have an increased prevalence of radiographic knee osteoarthritis								BONE				71				171	179		10.1016/j.bone.2014.10.015			FEB 2015	2015										12							WOS:000347770000022		
J	Drees, Manuel; Dreiner, Herbert K.; Kim, Jong Soo; Schmeier, Daniel; Tattersall, Jamie								CheckMATE: Confronting your favourite new physics model with LHC data								COMPUTER PHYSICS COMMUNICATIONS				187				227	265		10.1016/j.cpc.2014.10.018			FEB 2015	2015										103							WOS:000346954200024		
J	De Coster, Greet; De Laet, Jenny; Vangestel, Carl; Adriaensen, Frank; Lens, Luc								Citizen science in action-Evidence for long-term, region-wide House Sparrow declines in Flanders, Belgium								LANDSCAPE AND URBAN PLANNING				134				139	146		10.1016/j.landurbplan.2014.10.020			FEB 2015	2015										4							WOS:000347511400014		
J	Burgess, Malcolm D.; Bellamy, Paul E.; Gillings, Simon; Noble, David G.; Grice, Philip V.; Conway, Greg J.								The impact of changing habitat availability on population trends of woodland birds associated with early successional plantation woodland								BIRD STUDY				62	1			39	55		10.1080/00063657.2014.998622			JAN 2 2015	2015										3							WOS:000349155200004		
J	Sharun, Sara								Conceptualizing Practical Aspects of Public Library Initiatives Provides a Useful Model for Future Research								EVIDENCE BASED LIBRARY AND INFORMATION PRACTICE				10	4			233	234		10.18438/B82885			2015	2015										0							WOS:000383343000024		
J	McNab, A.; Love, P.; MacMahon, E.			IOP					Managing virtual machines with Vac and Vcycle								Journal of Physics Conference Series				664						022031	10.1088/1742-6596/664/2/022031			2015	2015						21st International Conference on Computing in High Energy and Nuclear Physics (CHEP)	APR 13-17, 2015		Okinawa, JAPAN	0							WOS:000372140600033		
J	Wojczewski, Silvia; Poppe, Annelien; Hoffmann, Kathryn; Peersman, Wim; Nkomazana, Oathokwa; Pentz, Stephen; Kutalek, Ruth								Diaspora engagement of African migrant health workers - examples from five destination countries								GLOBAL HEALTH ACTION				8						29210	10.3402/gha.v8.29210			2015	2015										1							WOS:000366521600001		
J	Ryder, C. L.; McQuaid, J. B.; Flamant, C.; Rosenberg, P. D.; Washington, R.; Brindley, H. E.; Highwood, E. J.; Marsham, J. H.; Parker, D. J.; Todd, M. C.; Banks, J. R.; Brooke, J. K.; Engelstaedter, S.; Estelles, V.; Formenti, P.; Garcia-Carreras, L.; Kocha, C.; Marenco, F.; Sodemann, H.; Allen, C. J. T.; Bourdon, A.; Bart, M.; Cavazos-Guerra, C.; Chevaillier, S.; Crosier, J.; Darbyshire, E.; Dean, A. R.; Dorsey, J. R.; Kent, J.; O'Sullivan, D.; Schepanski, K.; Szpek, K.; Trembath, J.; Woolley, A.								Advances in understanding mineral dust and boundary layer processes over the Sahara from Fennec aircraft observations								ATMOSPHERIC CHEMISTRY AND PHYSICS				15	14			8479	8520		10.5194/acp-15-8479-2015			2015	2015										19							WOS:000358799000041		
J	McCollin, Duncan; Geraghty, Eva								CHANGE AND CAUSES OF CHANGE IN THE VASCULAR PLANT FLORA OF IRELAND: 1970-1999								BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY				115B	1			67	81		10.3318/BIOE.2015.08			2015	2015										0							WOS:000357902300008		
J	Embling, C. B.; Walters, A. E. M.; Dolman, S. J.								How much effort is enough? The power of citizen science to monitor trends in coastal cetacean species								GLOBAL ECOLOGY AND CONSERVATION				3				867	877		10.1016/j.gecco.2015.04.003			JAN 2015	2015										2							WOS:000416220000073		
J	Gharesifard, Mohammad; Wehn, Uta								PARTICIPATION IN CITIZEN SCIENCE: DRIVERS AND BARRIERS FOR SHARING PERSONALLY-COLLECTED WEATHER DATA VIA WEB-PLATFORMS								PROCEEDINGS OF THE INTERNATIONAL CONFERENCES ON ICT, SOCIETY AND HUMAN BEINGS 2015, WEB BASED COMMUNITIES AND SOCIAL MEDIA 2015 AND CONNECTED SMART CITIES 2015								63	70					2015	2015						International Conference on ICT, Society and Human Beings / International Conference on Web Based Communities and Social Media / International Conference on Connected Smart Cities	JUL 21-23, 2015	Int Assoc Dev Informat Soc; Univ Las Palmas de Gran Canaria	Las Palmas de Gran Canaria, SPAIN	0							WOS:000400385500008		
J	Goodenough, Anne E.								Effects of habitat on breeding success in a declining migrant songbird: the case of Pied Flycatcher Ficedula hypoleuca								ACTA ORNITHOLOGICA				49	2			157	173		10.3161/173484714X687046			DEC 2014	2014										1							WOS:000350963900002		
J	Chai, Lijuan; Li, Yanmei; Chen, Shangwu; Perl, Avihai; Zhao, Fengxia; Ma, Huiqin								RNA sequencing reveals high resolution expression change of major plant hormone pathway genes after young seedless grape berries treated with gibberellin								PLANT SCIENCE				229				215	224		10.1016/j.plantsci.2014.09.010			DEC 2014	2014										11							WOS:000345807800021		
J	Pikesley, Stephen K.; Godley, Brendan J.; Ranger, Sue; Richardson, Peter B.; Witt, Matthew J.								Cnidaria in UK coastal waters: description of spatio-temporal patterns and inter-annual variability								JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM				94	7			1401	1408		10.1017/S0025315414000137			NOV 2014	2014										4							WOS:000344548100004		
J	Brigadoi, Sabrina; Aljabar, Paul; Kuklisova-Murgasova, Maria; Arridge, Simon R.; Cooper, Robert J.								A 4D neonatal head model for diffuse optical imaging of pre-term to term infants								NEUROIMAGE				100				385	394		10.1016/j.neuroimage.2014.06.028			OCT 15 2014	2014										14							WOS:000344235800034		
J	Henderson, Ian; Calladine, John; Massimino, Dario; Taylor, Jennifer A.; Gillings, Simon								Evidence for contrasting causes of population change in two closely related, sympatric breeding species the Whinchat Saxicola rubetra and Stonechat Saxicola torquata in Britain								BIRD STUDY				61	4			553	565		10.1080/00063657.2014.962482			OCT 2 2014	2014										6							WOS:000343708000012		
J	Buesching, Christina D.; Newman, Chris; Macdonald, David W.								How dear are deer volunteers: the efficiency of monitoring deer using teams of volunteers to conduct pellet group counts								ORYX				48	4			593	601		10.1017/S0030605313000227			OCT 2014	2014										3							WOS:000345703800023		
J	Fraser, Elaine J.; Macdonald, David W.; Bryce, Rosalind; Lambin, Xavier								Controlling invasive species by empowering environmental stakeholders: ecotourism boat operators as potential guardians of wildlife against the invasive American mink								ORYX				48	4			605	612		10.1017/S003060531300046X			OCT 2014	2014										4							WOS:000345703800025		
J	Mieszkowska, N.; Sugden, H.; Firth, L. B.; Hawkins, S. J.								The role of sustained observations in tracking impacts of environmental change on marine biodiversity and ecosystems								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES				372	2025					20130339	10.1098/rsta.2013.0339			SEP 28 2014	2014										27							WOS:000340801800006		
J	Conson, Manuel; Cella, Laura; Pacelli, Roberto; Comerci, Marco; Liuzzi, Raffaele; Salvatore, Marco; Quarantelli, Mario								Automated delineation of brain structures in patients undergoing radiotherapy for primary brain tumors: From atlas to dose-volume histograms								RADIOTHERAPY AND ONCOLOGY				112	3			326	331		10.1016/j.radonc.2014.06.006			SEP 2014	2014										5							WOS:000346228900003		
J	James, J.; Slater, F.; Cable, J.								ALIEN DATABASES: ADDRESSING THE LACK IN ESTABLISHMENT OF NON-NATIVES DATABASES								CRUSTACEANA				87	10			1192	1199		10.1163/15685403-00003329			SEP 2014	2014										7							WOS:000342332200004		
J	Beck, Suzanne; Foote, Andrew D.; Koetter, Sandra; Harries, Olivia; Mandleberg, Laura; Stevick, Peter T.; Whooley, Padraig; Durban, John W.								Using opportunistic photo-identifications to detect a population decline of killer whales (Orcinus orca) in British and Irish waters								JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM				94	6			1327	1333		10.1017/S0025315413001124			SEP 2014	2014										7							WOS:000342216600030		
J	Sanchis-Gimeno, Juan A.; Blanco-Perez, Esther; Aparicio, Luis; Martinez-Soriano, Francisco; Martinez-Sanjuan, Vicente								Difficulties in distinguishing between an atlas fracture and a congenital posterior atlas arch defect in postmortem analysis								FORENSIC SCIENCE INTERNATIONAL				242				E1	E5		10.1016/j.forsciint.2014.06.016			SEP 2014	2014										6							WOS:000342054000001		
J	Johnson, Emma C.; Horvvood, Jeremy; Gooberman-Hill, Rachael								Conceptualising time before surgery: The experience of patients waiting for hip replacement								SOCIAL SCIENCE & MEDICINE				116				126	133		10.1016/j.socscimed.2014.06.037			SEP 2014	2014										6							WOS:000340695700015		
J	Powney, Gary D.; Preston, Christopher D.; Purvis, Andy; Van Landuyt, Wouter; Roy, David B.								Can trait-based analyses of changes in species distribution be transferred to new geographic areas?								GLOBAL ECOLOGY AND BIOGEOGRAPHY				23	9			1009	1018		10.1111/geb.12189			SEP 2014	2014										6							WOS:000340426000006		
J	Robson, Brian								John Wood 2: Planning and Paying for His Town Plans								CARTOGRAPHIC JOURNAL				51	3			274	286		10.1179/1743277414Y.0000000081			AUG 2014	2014										1							WOS:000346126600009		
J	Fox, Richard; Oliver, Tom H.; Harrower, Colin; Parsons, Mark S.; Thomas, Chris D.; Roy, David B.								Long-term changes to the frequency of occurrence of British moths are consistent with opposing and synergistic effects of climate and land-use changes								JOURNAL OF APPLIED ECOLOGY				51	4			949	957		10.1111/1365-2664.12256			AUG 2014	2014										47							WOS:000342851000013		
J	Pagel, Joern; Anderson, Barbara J.; O'Hara, Robert B.; Cramer, Wolfgang; Fox, Richard; Jeltsch, Florian; Roy, David B.; Thomas, Chris D.; Schurr, Frank M.								Quantifying range-wide variation in population trends from local abundance surveys and widespread opportunistic occurrence records								METHODS IN ECOLOGY AND EVOLUTION				5	8			751	760		10.1111/2041-210X.12221			AUG 2014	2014										18							WOS:000340600400004		
J	Amijima, Makoto; Iwata, Yuji; Koizumi, Nozomu; Mishiba, Kei-ichiro								The polar auxin transport inhibitor TIBA inhibits endoreduplication in dark grown spinach hypocotyls								PLANT SCIENCE				225				45	51		10.1016/j.plantsci.2014.05.007			AUG 2014	2014										2							WOS:000340317400006		
J	Donnelly, Alison; Crowe, Olivia; Regan, Eugenie; Begley, Sinead; Caffarra, Amelia								The role of citizen science in monitoring biodiversity in Ireland								INTERNATIONAL JOURNAL OF BIOMETEOROLOGY				58	6			1237	1249		10.1007/s00484-013-0717-0			AUG 2014	2014										13							WOS:000339419900023		
J	Esteban, Oscar; Wollny, Gert; Gorthi, Subrahmanyam; Ledesma-Carbayo, Maria-J.; Thiran, Jean-Philippe; Santos, Andres; Bach-Cuadra, Meritxell								MBIS: Multivariate Bayesian Image Segmentation tool								COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE				115	2			76	94		10.1016/j.cmpb.2014.03.003			JUL 2014	2014										2							WOS:000335392900004		
J	Kelly, Sinead; Morris, Derek W.; Mothersill, Omar; Rose, Emma Jane; Fahey, Ciara; O'Brien, Carol; O'Hanlon, Erik; Gill, Michael; Corvin, Aiden P.; Donohoe, Gary								Genome-wide schizophrenia variant at MIR137 does not impact white matter microstructure in healthy participants								NEUROSCIENCE LETTERS				574				6	10		10.1016/j.neulet.2014.05.002			JUN 27 2014	2014										11							WOS:000338616000002		
J	Britton, D.; Lloyd, S. L.								How to deal with petabytes of data: the LHC Grid project								REPORTS ON PROGRESS IN PHYSICS				77	6					065902	10.1088/0034-4885/77/6/065902			JUN 2014	2014										2							WOS:000337352000004		
J	Matechou, Eleni; Dennis, Emily B.; Freeman, Stephen N.; Brereton, Tom								Monitoring abundance and phenology in (multivoltine) butterfly species: a novel mixture model								JOURNAL OF APPLIED ECOLOGY				51	3			766	775		10.1111/1365-2664.12208			JUN 2014	2014										9							WOS:000335962200023		
J	Larondelle, Neele; Haase, Dagmar; Kabisch, Nadja								Mapping the diversity of regulating ecosystem services in European cities								GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS				26				119	129		10.1016/j.gloenvcha.2014.04.008			MAY 2014	2014										43							WOS:000337858600012		
J	Haviland, Miriam J.; Shrestha, Abina; Decker, Michele R.; Kohrt, Brandon A.; Kafle, Hari Maya; Lohani, Srijana; Thapa, Lily; Surkan, Pamela J.								Barriers to sexual and reproductive health care among widows in Nepal								INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS				125	2			129	133		10.1016/j.ijgo.2013.10.021			MAY 2014	2014										4							WOS:000335279300009		
J	Foster, Emma; Adamson, Ashley								Challenges involved in measuring intake in early life: focus on methods								PROCEEDINGS OF THE NUTRITION SOCIETY				73	2			201	209		10.1017/S0029665114000020			MAY 2014	2014						Meeting of the Nutrition-Society-Irish-Section / Conference on Childhood Nutrition and Obesity - Current Status and Future Challenges / Symposium 2 on Data Collection	JUN 19-21, 2013	Nutr Soc Irish Sect	Dublin Inst Technol, Dublin, IRELAND	11							WOS:000334103400006		
J	Fernandes, Carla Patricia Duarte; Westlye, Lars Tjelta; Giddaluru, Sudheer; Christoforou, Andrea; Kauppi, Karolina; Adolfsson, Rolf; Nilsson, Lars-Goran; Nyberg, Lars; Lundervold, Astri Johansen; Reinvang, Ivar; Steen, Vidar Martin; Le Hellard, Stephanie; Espeseth, Thomas								Lack of association of the rs1344706 ZNF804A variant with cognitive functions and DTI indices of white matter microstructure in two independent healthy populations								PSYCHIATRY RESEARCH-NEUROIMAGING				222	1-2			60	66		10.1016/j.pscychresns.2014.02.009			APR 30 2014	2014										4							WOS:000334739500008		
